id,employee_id,review_cycle,rating,score,strengths,improvement_areas,manager_comments,reviewer_name,review_date,is_final
141,55,FY2023-24,Meets Expectations,3.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Rahul Bose,2026-01-19T05:04:38.189540,True
142,55,FY2022-23,Exceeds Expectations,4.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Ashok Verma,2025-01-19T05:04:38.189560,True
143,55,FY2025-26,Partially Meets Expectations,2.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Hari Joshi,2025-10-18T05:04:38.189580,True
144,56,FY2024-25,Partially Meets Expectations,2.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Neha Mukherjee,2025-12-24T05:04:38.189604,True
145,56,FY2025-26,Partially Meets Expectations,2.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Hemant Mishra,2024-11-08T05:04:38.189624,True
146,56,FY2023-24,Exceptional,5.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Madhav Tripathi,2026-03-09T05:04:38.189642,True
147,57,FY2023-24,Exceeds Expectations,4.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Jay Mitra,2026-04-25T05:04:38.189665,True
148,57,FY2025-26,Meets Expectations,3.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Sandeep Rao,2025-07-08T05:04:38.189688,True
149,58,FY2025-26,Exceptional,5.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Ramesh Yadav,2025-05-20T05:04:38.189718,True
150,58,FY2024-25,Meets Expectations,3.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Sanjay Verma,2025-11-16T05:04:38.189730,True
151,58,FY2021-22,Exceeds Expectations,4.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Bhaskar Rao,2025-08-22T05:04:38.189739,True
152,59,FY2024-25,Meets Expectations,3.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Alok Banerjee,2025-02-19T05:04:38.189751,True
153,59,FY2021-22,Partially Meets Expectations,2.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Aniket Bose,2025-07-13T05:04:38.189760,True
154,60,FY2023-24,Exceptional,5.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Abhishek Mishra,2026-05-10T05:04:38.189771,True
155,60,FY2025-26,Meets Expectations,3.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Suresh Mitra,2024-09-25T05:04:38.189782,True
156,60,FY2022-23,Partially Meets Expectations,2.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Pranav Roy,2024-11-12T05:04:38.189792,True
157,61,FY2025-26,Meets Expectations,3.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Chandan Sen,2025-04-01T05:04:38.189803,True
158,61,FY2022-23,Partially Meets Expectations,2.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Rohan Mukherjee,2025-09-04T05:04:38.189813,True
159,61,FY2023-24,Exceptional,5.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Rajesh Choudhury,2024-12-12T05:04:38.189822,True
160,62,FY2024-25,Partially Meets Expectations,2.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Gopal Chatterjee,2025-07-22T05:04:38.189833,True
161,62,FY2022-23,Exceeds Expectations,4.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Chandan Joshi,2025-12-29T05:04:38.189842,True
162,63,FY2021-22,Partially Meets Expectations,2.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Sandeep Joshi,2025-08-22T05:04:38.189853,True
163,63,FY2025-26,Partially Meets Expectations,2.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Neha Sen,2026-04-22T05:04:38.189862,True
164,64,FY2021-22,Exceeds Expectations,4.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Amit Patel,2025-07-30T05:04:38.189874,True
165,64,FY2025-26,Meets Expectations,3.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Pankaj Ghosh,2026-01-27T05:04:38.189884,True
166,64,FY2024-25,Exceeds Expectations,4.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Aniket Dutta,2024-11-06T05:04:38.189894,True
167,65,FY2025-26,Exceeds Expectations,4.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Jagdish Patel,2025-01-04T05:04:38.189905,True
168,65,FY2024-25,Meets Expectations,3.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Gopal Sen,2025-07-21T05:04:38.189914,True
169,66,FY2021-22,Exceeds Expectations,4.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Vijay Dutta,2026-05-02T05:04:38.189925,True
170,66,FY2023-24,Exceeds Expectations,4.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Aditya Sinha,2025-07-06T05:04:38.189934,True
171,67,FY2023-24,Meets Expectations,3.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Dev Bose,2025-07-24T05:04:38.189946,True
172,67,FY2024-25,Exceptional,5.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Kailash Mukherjee,2025-04-19T05:04:38.189955,True
173,67,FY2022-23,Exceeds Expectations,4.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Ananya Mitra,2026-03-23T05:04:38.189964,True
174,68,FY2021-22,Partially Meets Expectations,2.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Meera Sen,2025-06-23T05:04:38.189976,True
175,68,FY2022-23,Meets Expectations,3.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Dinesh Sen,2026-01-05T05:04:38.189987,True
176,68,FY2024-25,Exceeds Expectations,4.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Arjun Nair,2024-11-11T05:04:38.189998,True
177,69,FY2025-26,Meets Expectations,3.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Karan Reddy,2026-05-03T05:04:38.190009,True
178,69,FY2022-23,Exceeds Expectations,4.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Amit Sinha,2025-07-02T05:04:38.190018,True
179,69,FY2021-22,Exceeds Expectations,4.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Pranav Banerjee,2026-03-18T05:04:38.190028,True
180,70,FY2025-26,Exceptional,5.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Jay Bose,2026-06-02T05:04:38.190039,True
181,70,FY2023-24,Exceptional,5.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Pranav Tripathi,2026-06-16T05:04:38.190052,True
182,71,FY2025-26,Meets Expectations,3.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Ganesh Mehta,2024-11-28T05:04:38.190076,True
183,71,FY2021-22,Exceptional,5.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Bhaskar Yadav,2024-08-18T05:04:38.190092,True
184,71,FY2024-25,Partially Meets Expectations,2.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Vikram Tripathi,2026-04-02T05:04:38.190110,True
185,72,FY2024-25,Meets Expectations,3.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Neha Tripathi,2025-12-29T05:04:38.190133,True
186,72,FY2025-26,Meets Expectations,3.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Narendra Chatterjee,2026-05-27T05:04:38.190150,True
187,73,FY2023-24,Partially Meets Expectations,2.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Tanvi Prasad,2024-12-11T05:04:38.190169,True
188,73,FY2024-25,Exceptional,5.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Sita Roy,2025-05-08T05:04:38.190187,True
189,74,FY2022-23,Exceeds Expectations,4.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Jyoti Mitra,2026-05-31T05:04:38.190208,True
190,74,FY2024-25,Partially Meets Expectations,2.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Amit Prasad,2025-12-28T05:04:38.190220,True
191,74,FY2023-24,Exceeds Expectations,4.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Deepa Mitra,2026-02-03T05:04:38.190229,True
192,75,FY2023-24,Meets Expectations,3.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Jyoti Nair,2025-03-10T05:04:38.190240,True
193,75,FY2022-23,Exceeds Expectations,4.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Kiran Sen,2024-12-22T05:04:38.190249,True
194,76,FY2025-26,Partially Meets Expectations,2.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Narendra Singh,2024-10-30T05:04:38.190260,True
